Unnamed: 0;ancienne_classe_risque;classe_risque_actuelle;anciennete;sexe_rec;situation_contractuelle;convention;employeur_client;rupture_revenu;duree_sommeil;max_credit;min_debit;nbr_mvt_credit;nbr_mvt_debit;nbr_open_comptes;nbr_closed_comptes;nbr_abonnements;nbr_placements_actifs;nbr_placements_echus;nbr_open_engagements;solde_moyen_mensuel;Engagement_Secteur;anciennete_dern_eng_anticip;sortie_risque;revenu_mensuel_y
0;4;1;19;1;5;0;0;0;85;0;-200;0;6;1;0;0;0;0;0;40.883;0;0;1;450
9;4;1;27;1;5;0;0;0;85;81.18;-37.586;1;9;1;0;0;0;0;0;-66.485;0;0;1;6.765
14;2;2;35;1;1;0;0;0;29;2289.418;-2000;3;79;1;0;2;0;0;1;-3193.225;0;0;0;424.182
17;4;1;35;1;5;0;0;0;85;0;-17.85;0;4;1;0;0;0;0;0;31.4;0;0;1;450
18;2;0;32;1;5;0;0;0;85;577.6;-1060;5;16;1;0;0;0;0;0;-9.465;0;0;1;186.208333
20;3;5;27;1;1;0;0;0;5;2233.648;-2050;17;166;1;0;1;0;0;2;-223.847;0;22;0;1706.0295
21;4;1;24;0;5;0;0;0;85;0;-20;0;5;1;0;1;0;0;0;26.213;0;0;1;450
22;2;1;28;1;2;0;0;0;56;420;-100.016;5;60;1;0;0;0;0;0;-696.069;0;0;1;89.166666
23;3;1;25;0;5;0;0;0;85;600;-600;2;11;1;0;0;0;0;0;-290.336;0;0;1;83.333333
24;4;1;25;0;5;0;0;0;85;600;-600;2;11;1;0;0;0;0;0;-290.336;0;0;1;83.333333
26;2;1;30;1;5;0;0;0;85;1008.971;-1190;10;27;1;0;0;0;0;0;135.486;0;0;1;677.807083
27;3;1;29;1;5;0;0;0;85;400;-156.8;1;11;1;0;0;0;0;0;-404.223;0;0;1;33.333333
28;4;1;29;1;5;0;0;0;85;400;-156.8;1;11;1;0;0;0;0;0;-404.223;0;0;1;33.333333
29;2;5;29;1;4;0;0;0;4;2924.094;-1000;24;193;2;0;0;0;0;4;-2530.258;0;20;0;2802.54925
30;3;5;29;1;4;0;0;0;4;2924.094;-1000;24;193;2;0;0;0;0;4;-2530.258;0;20;0;2802.54925
41;3;1;24;1;5;0;0;0;85;0;-34.203;0;8;1;0;0;0;0;0;-356.18;0;0;1;450
44;2;1;19;1;5;0;0;0;85;435;-350;1;17;1;0;1;0;0;0;-19.856;0;0;1;36.25
52;4;1;22;1;5;0;0;0;85;0;-24.071;0;8;2;0;0;0;0;0;-130.638;0;0;1;450
53;2;1;9;1;5;0;0;0;85;0;-20.887;0;9;1;0;1;0;0;0;-67.608;0;0;1;450
54;4;1;8;1;5;0;0;0;85;0;-41.227;0;8;1;0;0;0;0;0;-639.286;0;0;1;450
56;4;1;8;1;5;0;0;0;85;0;-19.56;0;7;1;0;0;0;0;0;-40.658;0;0;1;450
59;4;1;9;1;5;0;0;0;85;0;-240;0;7;1;0;0;0;0;0;43.885;0;0;1;450
60;4;1;7;0;5;0;0;0;85;0;-37.066;0;9;1;0;1;0;0;0;-524.323;0;0;1;450
61;2;1;7;0;5;0;0;0;85;0;-37.066;0;9;1;0;1;0;0;0;-524.323;0;0;1;450
62;3;1;9;1;5;0;0;0;85;276;-23.28;1;8;1;0;0;0;0;0;-79.242;0;0;1;23
63;3;1;30;1;5;0;0;0;85;0;-65.073;0;8;1;0;0;0;0;0;-1038.484;0;0;1;450
64;3;1;10;1;5;0;0;0;85;0;-29.75;0;10;1;0;1;0;0;0;-144.693;0;0;1;450
65;2;1;7;1;1;0;0;0;13;32800;-15500;21;98;1;0;1;0;0;2;-641.03;0;1;1;1282.400833
67;4;1;7;1;5;0;0;0;85;1000;-74.429;1;16;1;0;1;0;0;0;-1169.435;0;0;1;83.333333
68;3;1;7;0;5;0;0;0;85;7455.25;-3390;1;13;1;0;0;0;0;0;584.126;0;0;1;621.270833
69;4;1;11;1;5;0;0;0;85;0;-20.323;0;9;2;0;1;0;0;0;-39.286;0;0;1;450
70;2;1;8;1;1;0;0;0;85;70;-19.708;1;9;1;0;0;0;0;0;-55.37;0;0;1;5.833333
71;3;1;19;1;5;0;0;0;85;102.825;-33.28;1;10;1;0;1;0;0;0;-348.349;0;0;1;8.56875
72;4;1;19;1;5;0;0;0;85;102.825;-33.28;1;10;1;0;1;0;0;0;-348.349;0;0;1;8.56875
73;4;1;8;1;1;0;0;0;85;15.371;-20.769;1;9;1;0;0;0;0;1;-77.242;0;16;1;1.280916
74;4;1;8;1;5;0;0;0;85;0;-20.422;0;8;1;0;0;0;0;0;-64.462;0;0;1;450
75;2;4;8;1;1;0;0;1;11;446.537;-250;8;94;1;0;0;0;0;2;-785.199;0;16;0;236.025833
76;4;1;8;1;1;0;0;0;85;6.076;-217.592;2;22;1;0;1;0;0;0;-1784.621;0;0;1;450
79;4;1;8;1;5;0;0;0;85;0;-19.413;0;7;1;0;0;0;0;0;-36.584;0;0;1;450
80;2;1;8;1;1;0;0;0;85;9000;-5709.133;11;55;1;0;0;0;0;1;-368.574;0;8;1;1008.523166
81;3;1;8;1;1;0;0;0;85;9000;-5709.133;11;55;1;0;0;0;0;1;-368.574;0;8;1;1008.523166
82;2;4;7;1;1;0;0;0;29;1001.553;-750;13;86;1;0;0;0;0;2;54.169;0;14;0;866.073416
85;4;1;25;0;5;0;0;0;43;4500;-124.916;7;266;2;0;0;0;0;0;-2631.384;0;0;1;487.5
86;2;1;25;0;5;0;0;0;43;4500;-124.916;7;266;2;0;0;0;0;0;-2631.384;0;0;1;487.5
87;2;0;8;1;1;0;0;0;5;24000;-10604.118;9;87;1;0;1;0;0;2;-2818.779;0;8;1;380
88;3;1;7;1;1;0;0;0;85;14650;-12698.15;6;34;2;0;0;0;0;1;-401.602;0;9;1;1462.294916
89;3;1;10;1;1;0;0;0;85;320;-35.422;1;8;2;0;0;0;0;1;-251.765;0;13;1;26.666666
90;4;1;10;1;1;0;0;0;85;320;-35.422;1;8;2;0;0;0;0;1;-251.765;0;13;1;26.666666
91;3;0;11;1;1;0;0;0;85;300;-300;3;13;1;1;0;0;0;1;-11.075;0;13;1;30.833333
92;5;5;8;1;5;0;0;0;34;612.568;-400;15;73;2;0;0;0;0;1;-35.597;0;0;0;353.728333
93;4;5;8;1;5;0;0;0;34;612.568;-400;15;73;2;0;0;0;0;1;-35.597;0;0;0;353.728333
94;2;4;8;1;5;0;0;0;29;244.572;-300;20;129;1;0;0;0;0;0;-1811.471;0;0;0;450
95;3;0;9;0;1;0;0;0;85;2000;-2000;5;45;2;0;1;0;0;0;17.593;0;0;1;255
96;4;0;9;0;1;0;0;0;85;2000;-2000;5;45;2;0;1;0;0;0;17.593;0;0;1;255
97;3;1;7;1;1;0;0;0;1;496.128;-338.554;23;131;1;0;1;0;0;1;-969.751;0;0;1;452.227583
98;3;1;7;1;5;0;0;0;85;1028;-1100;3;17;1;0;1;0;0;0;-983.751;0;0;1;176.5
99;4;1;7;1;5;0;0;0;85;1028;-1100;3;17;1;0;1;0;0;0;-983.751;0;0;1;176.5
100;2;1;7;1;1;1;1;0;84;13600;-10320.638;18;92;2;0;0;0;0;0;-699.407;0;3;1;1643.116416
101;2;1;9;1;5;0;0;0;85;2510.415;-1820;15;150;1;0;1;0;0;0;268.451;0;0;1;1647.439916
102;2;0;10;1;1;0;0;0;29;5609.548;-1200;13;190;2;0;2;0;0;3;-2199.2;0;14;1;1647.907416
103;3;1;8;1;5;0;0;0;85;0;-33.138;0;9;1;0;1;0;0;0;-405.887;0;0;1;450
104;4;1;13;0;5;0;0;0;85;80;-33.834;1;9;1;0;0;0;0;0;-384.395;0;0;1;6.666666
105;4;1;8;1;5;0;0;0;85;0;-20.234;0;9;1;0;1;0;0;0;-62.157;0;0;1;450
106;2;0;11;0;1;1;0;0;13;468.894;-241.277;17;112;1;0;1;0;0;1;-778.143;0;0;1;350.067333
107;4;1;7;0;5;0;0;0;85;70;-21.893;1;9;1;0;0;0;0;0;-112.62;0;0;1;5.833333
108;3;1;7;0;5;0;0;0;85;70;-21.893;1;9;1;0;0;0;0;0;-112.62;0;0;1;5.833333
109;3;0;8;1;1;0;0;1;13;416.243;-422.694;22;63;1;0;0;0;0;1;-2920.438;0;0;1;262.584416
110;4;0;8;1;1;0;0;1;13;416.243;-422.694;22;63;1;0;0;0;0;1;-2920.438;0;0;1;262.584416
126;4;1;27;1;5;0;0;0;85;0;-17.85;0;4;2;0;0;0;0;0;25.516;0;0;1;450
131;2;0;11;0;2;0;0;0;85;1000;-500;6;68;2;0;3;0;0;0;78.888;0;0;1;487.5
134;2;1;8;1;3;0;0;0;55;6900;-800;9;10;2;0;0;0;0;0;11381.261;0;0;1;450
135;2;0;9;1;4;0;0;0;7;2874.021;-328.764;9;98;2;0;2;0;0;1;-715.079;0;0;1;492.998916
136;3;0;9;1;4;0;0;0;7;2874.021;-328.764;9;98;2;0;2;0;0;1;-715.079;0;0;1;492.998916
137;4;1;27;1;1;0;0;0;85;0;-22.392;0;8;1;0;0;0;0;0;-95.106;0;0;1;450
139;4;0;8;1;5;0;0;0;85;0;-19.778;0;8;1;0;0;0;0;0;-37.322;0;0;1;450
149;4;1;29;1;5;0;0;0;85;209.335;-20000;13;26;3;0;1;0;0;0;3806.716;41;0;1;450
150;3;1;29;1;5;0;0;0;85;209.335;-20000;13;26;3;0;1;0;0;0;3806.716;41;0;1;450
153;3;4;14;1;5;0;0;0;29;514.758;-261.249;3;54;1;0;1;0;0;1;-2822.277;0;0;0;61.274
154;4;1;30;0;5;0;0;0;85;0;-35.7;0;4;1;0;0;0;0;0;16.933;0;0;1;450
155;3;1;26;0;5;0;0;0;1;375.303;-265.57;21;78;1;1;1;0;0;1;-2997.466;0;0;1;290.416666
156;4;1;26;0;5;0;0;0;1;375.303;-265.57;21;78;1;1;1;0;0;1;-2997.466;0;0;1;290.416666
157;4;1;8;1;1;0;0;0;29;27000;-22511.059;14;97;1;0;1;0;0;3;-1546.527;0;19;1;769.585666
158;2;1;26;1;5;0;0;0;20;100;-38.946;4;9;1;0;1;0;0;0;-608.622;0;0;1;25
159;4;1;21;1;5;0;0;0;85;0;-32.114;0;8;1;0;0;0;0;0;-387.504;0;0;1;450
161;2;1;18;0;5;0;0;0;85;0;-20.371;0;9;1;0;1;0;0;0;-59.584;0;0;1;450
162;4;1;30;0;5;0;0;0;85;0.073;-17.85;2;4;2;0;0;0;0;0;91.207;0;0;1;450
163;4;1;11;1;5;0;0;0;85;0;-41.65;0;16;1;0;2;0;0;1;-30.371;0;25;1;450
165;5;5;7;1;6;0;0;0;202;89.224;0;4;0;1;0;0;0;0;0;356.033;0;0;0;450
166;4;1;8;1;5;0;0;0;85;0;-24.376;0;8;2;0;0;0;0;0;-136.919;0;0;1;450
167;5;5;10;1;5;0;0;0;201;117.616;0;24;0;2;0;0;0;0;0;-245.124;0;0;0;450
168;3;1;14;1;5;0;0;0;68;5000;-4900;4;18;3;0;0;0;0;0;-22.978;0;0;1;750
169;4;1;8;1;5;0;0;0;85;0;-17.85;0;4;1;0;0;0;0;0;8.814;0;0;1;450
170;4;1;8;0;1;0;0;0;85;0;-175.082;0;22;1;0;0;0;0;0;-1582.389;0;0;1;450
171;4;1;7;1;5;0;0;0;12;1235.397;-900;17;121;2;0;2;0;0;0;-1174.385;0;0;1;1225.184666
172;4;1;10;1;5;0;0;0;85;0;-20.678;0;8;1;0;0;0;0;0;-71.537;0;0;1;450
173;2;0;10;1;1;1;1;0;8;1060.157;-1100;20;113;2;0;3;0;0;1;-135.259;0;0;1;1134.151166
175;2;4;17;1;4;0;0;0;29;132.016;-194.354;2;11;2;0;0;0;0;0;-2672.156;0;0;0;19.334666
176;3;4;17;1;4;0;0;0;29;132.016;-194.354;2;11;2;0;0;0;0;0;-2672.156;0;0;0;19.334666
177;4;1;17;1;5;0;0;0;85;0;-70.76;0;12;3;0;0;0;0;0;34.85;0;0;1;450
179;4;1;18;1;5;0;0;0;14;0;-70;0;10;2;0;0;0;0;0;-75.234;0;0;1;450
182;3;1;12;0;1;0;0;0;4;1196.27;-1650;24;44;2;0;1;0;0;0;1399.64;0;0;1;450
187;2;1;31;1;5;0;0;0;85;60200;-60000;1;10;1;0;0;0;0;0;-124.616;0;0;1;5016.666666
188;3;1;31;1;5;0;0;0;85;60200;-60000;1;10;1;0;0;0;0;0;-124.616;0;0;1;5016.666666
189;4;1;30;1;5;0;0;0;85;0;-41.65;0;5;1;0;1;0;0;0;47.728;0;0;1;450
190;4;1;36;1;4;0;0;0;85;0;-1102.562;0;9;1;0;1;0;0;0;201.013;0;0;1;450
191;4;1;36;1;5;0;0;0;85;0;-17.963;0;6;1;0;0;0;0;0;3.921;0;0;1;450
192;4;1;33;1;5;0;0;0;85;0;-37.114;0;7;1;0;0;0;0;0;-25.963;0;0;1;450
194;2;1;34;0;1;1;0;0;8;1052.688;-700;15;88;1;0;1;0;0;2;-635.31;0;20;1;990.292583
195;4;1;35;1;5;0;0;0;76;5002.32;-3910;6;108;1;0;1;0;0;0;266.609;0;0;1;1307.799166
198;3;5;24;1;5;0;0;0;61;810.639;-268.96;1;59;2;0;0;0;0;1;-2361.171;0;0;0;67.55325
199;4;5;24;1;5;0;0;0;61;810.639;-268.96;1;59;2;0;0;0;0;1;-2361.171;0;0;0;67.55325
200;4;1;29;1;5;0;0;0;85;0;-41.65;0;7;2;0;2;0;0;0;56.37;0;0;1;450
201;2;1;23;1;5;0;0;0;32;1300;-1200;16;68;2;0;0;0;0;0;-299.7;1488;0;1;950.721083
202;4;1;21;1;4;0;0;0;85;0;-41.65;0;9;1;0;1;0;0;0;-134.199;0;0;1;450
203;2;3;29;1;4;0;0;0;4;1076.84;-1000;12;63;2;0;0;0;0;0;507.745;0;0;0;1002.998166
204;4;1;22;0;5;0;0;0;85;0;-41.65;0;9;1;0;1;0;0;0;-71.709;0;0;1;450
205;4;0;24;1;1;0;0;0;85;0;-20.188;0;8;1;0;0;0;0;0;-46.405;0;0;1;450
206;2;1;27;1;5;0;0;0;64;400;-350;7;29;1;0;1;0;0;0;57.164;0;0;1;87.5
207;3;0;22;0;1;0;0;0;4;2000;-2789.336;35;117;2;0;3;0;0;1;-37898.682;0;0;1;1958.189666
208;4;0;22;0;1;0;0;0;4;2000;-2789.336;35;117;2;0;3;0;0;1;-37898.682;0;0;1;1958.189666
209;2;0;22;0;1;0;0;0;4;2000;-2789.336;35;117;2;0;3;0;0;1;-37898.682;0;0;1;1958.189666
210;4;1;27;0;5;0;0;0;85;0;-22.405;0;16;1;0;1;0;0;0;-59.366;0;0;1;450
211;3;0;26;1;1;0;0;0;1;1999;-2000;55;178;2;0;1;0;0;2;-1174.996;0;19;1;1121.4815
212;3;1;15;1;1;0;1;0;8;1100;-875.785;5;43;1;0;1;0;0;0;-2108.741;0;0;1;391.666666
213;4;1;15;1;1;0;1;0;8;1100;-875.785;5;43;1;0;1;0;0;0;-2108.741;0;0;1;391.666666
214;4;1;23;1;5;0;0;0;85;0;-72.68;0;9;1;0;1;0;0;0;-848.311;1141;0;1;450
215;4;0;14;1;5;0;0;0;85;0;-25.843;0;8;1;0;0;0;0;0;-214.245;0;0;1;450
216;3;1;15;0;5;0;0;0;85;500;-484;2;18;1;0;1;0;0;0;156.382;0;0;1;47.454166
217;4;1;13;1;5;0;0;0;85;0;-20;0;9;1;0;2;0;0;0;-33.937;0;0;1;450
224;2;1;23;1;4;0;0;0;26;2000;-489.961;1;57;3;0;0;0;0;0;-4545.648;13280;0;1;166.666666
225;4;1;13;1;5;0;0;0;85;0;-20;0;5;1;0;0;0;0;0;52.277;0;0;1;450
226;2;0;12;0;5;0;0;1;27;397.497;-216.073;15;77;1;0;2;0;0;0;-2376.288;0;0;1;234.852
227;3;1;16;1;5;0;0;0;85;0;-22.376;0;10;1;0;2;0;0;0;-98.598;0;0;1;450
229;3;1;14;0;5;0;0;0;85;0;-20.544;0;8;1;0;0;0;0;0;-67.84;0;0;1;450
230;4;1;13;0;5;0;0;0;85;0;-56.262;0;10;1;0;1;0;0;0;-1061.071;0;0;1;450
233;4;1;19;1;5;0;0;0;85;0;-41.65;0;9;1;0;1;0;0;0;-68.322;0;0;1;450
234;2;1;19;0;5;0;0;0;20;100;-90.55;1;11;1;0;0;0;0;0;-1620.697;0;0;1;8.333333
235;4;1;19;0;5;0;0;0;20;100;-90.55;1;11;1;0;0;0;0;0;-1620.697;0;0;1;8.333333
236;4;1;14;1;5;0;0;0;85;0;-20.597;0;9;1;0;2;0;0;0;-59.758;0;0;1;450
237;3;4;13;0;5;0;0;0;85;1500;-1430;5;39;1;0;2;0;0;0;-2429.145;0;0;0;400
238;4;1;12;1;5;0;0;0;85;200;-154.446;1;47;1;0;3;0;0;0;-784.823;0;0;1;16.666666
239;3;1;12;1;5;0;0;0;85;200;-154.446;1;47;1;0;3;0;0;0;-784.823;0;0;1;16.666666
240;4;1;22;1;5;0;0;0;85;0;-41.65;0;16;1;0;0;0;0;0;-14.95;0;0;1;450
242;4;1;14;1;5;0;0;0;85;1200;-50.891;1;9;2;0;1;0;0;0;-28.573;0;0;1;100
243;3;1;14;1;5;0;0;0;85;1200;-50.891;1;9;2;0;1;0;0;0;-28.573;0;0;1;100
245;4;1;24;1;5;0;0;0;85;1700.806;-1700;6;23;2;0;1;0;0;0;-9.092;0;0;1;560.155
246;2;2;13;1;5;0;0;0;1;463.693;-421.891;12;78;1;0;2;0;0;1;-5832.148;0;0;0;371.13225
247;4;2;13;1;5;0;0;0;1;463.693;-421.891;12;78;1;0;2;0;0;1;-5832.148;0;0;0;371.13225
249;3;1;13;1;5;0;0;0;85;840;-52.987;1;9;1;0;0;0;0;0;-650.197;0;0;1;70
250;4;1;13;1;5;0;0;0;85;840;-52.987;1;9;1;0;0;0;0;0;-650.197;0;0;1;70
251;2;1;15;0;5;0;0;0;85;12189.245;-16400.645;6;20;2;0;1;0;0;0;-574.797;0;0;1;1367.017916
252;3;1;15;0;5;0;0;0;85;12189.245;-16400.645;6;20;2;0;1;0;0;0;-574.797;0;0;1;1367.017916
253;3;1;18;1;5;0;0;0;85;0;-93.188;0;9;1;0;0;0;0;0;-2084.49;0;0;1;450
257;3;4;14;1;5;0;0;0;4;300;-108.449;1;11;1;0;1;0;0;0;-2535.28;0;0;0;25
258;4;1;12;1;1;1;0;0;7;908.371;-880;12;43;2;0;1;0;0;0;-381.161;0;0;1;890.357
259;4;1;12;0;1;0;0;0;7;1432.351;-1200;18;57;2;0;1;0;0;0;-246.589;0;0;1;1104.532333
260;4;1;12;0;5;0;0;0;85;150;-70.583;1;10;1;0;1;0;0;0;-1465.405;0;0;1;12.5
261;2;3;13;0;5;0;0;0;85;30000;-30000;14;31;2;0;0;0;0;0;5479.16;0;0;0;2955.20625
262;2;2;17;1;5;0;0;0;8;20000;-3000;17;58;3;0;3;0;0;0;211.23;0;0;0;256.118333
263;3;2;17;1;5;0;0;0;8;20000;-3000;17;58;3;0;3;0;0;0;211.23;0;0;0;256.118333
264;3;1;16;1;5;0;0;0;85;0;-84.847;0;10;1;0;1;0;0;0;-1851.908;0;0;1;450
265;4;1;14;0;5;0;0;0;85;0;-41.65;0;17;1;0;2;0;0;0;-185.271;0;0;1;450
266;4;1;15;1;5;0;0;0;85;0;-19.578;0;8;1;0;0;0;0;0;-41.138;0;0;1;450
267;2;4;15;1;5;0;0;0;33;200;-167.446;1;12;1;0;2;0;0;0;-4115.431;0;0;0;16.666666
268;3;4;16;1;5;0;0;0;8;3000;-6500;24;50;1;0;2;0;0;0;-1868.793;0;0;0;4114.008333
270;4;1;26;0;5;0;0;0;40;0;-600;0;9;2;0;1;0;0;0;354.537;0;0;1;450
271;4;1;14;1;1;0;0;0;4;12000;-441.653;12;105;3;0;4;0;0;0;-2135.644;1367;0;1;1620.75
273;3;0;7;1;6;0;0;0;85;100;-89.076;1;10;1;0;0;0;0;0;-1954.737;0;0;1;8.333333
274;4;0;7;1;6;0;0;0;85;100;-89.076;1;10;1;0;0;0;0;0;-1954.737;0;0;1;8.333333
275;3;4;13;1;1;1;1;0;70;2440.925;-383.658;16;108;2;0;1;0;0;0;-578.316;0;0;0;270.077083
276;2;1;8;1;5;0;0;0;85;0;-56.001;0;17;2;0;2;0;0;0;-1049.038;0;0;1;450
277;2;4;11;0;4;0;0;0;29;539.855;-800;11;77;1;0;1;0;0;1;20.016;0;0;0;444.519166
278;4;1;25;1;5;0;0;0;85;0;-100;0;5;2;0;0;0;0;0;34.224;0;0;1;450
279;4;1;11;0;5;0;0;0;85;0;-400;0;5;1;0;0;0;0;0;320.809;0;0;1;450
280;3;1;10;0;5;0;0;0;85;773.027;-2700;4;20;1;0;1;0;0;0;585.726;0;0;1;193.778583
281;3;1;7;0;5;0;0;0;85;2600;-2600;1;12;1;0;1;0;0;0;486.221;0;0;1;216.666666
282;4;1;7;0;5;0;0;0;85;2600;-2600;1;12;1;0;1;0;0;0;486.221;0;0;1;216.666666
283;4;1;7;1;5;0;0;0;85;0;-40.718;0;8;1;0;0;0;0;0;-625.206;0;0;1;450
284;2;0;10;1;5;0;0;0;85;1040.717;-940;11;37;1;0;0;0;0;0;16.605;0;0;1;577.086083
285;3;4;9;1;1;0;1;1;12;2900;-2820;10;24;1;0;1;0;0;0;-12220.114;0;0;0;1104.166666
287;2;1;8;1;5;0;0;0;85;1809.4;-1750;5;20;1;0;0;0;0;0;11.48;2278;0;1;278.333333
289;4;1;14;0;5;0;0;0;85;0;-41.65;0;9;2;0;1;0;0;0;-117.278;0;0;1;450
290;2;0;11;0;1;0;0;0;29;629.945;-300;7;78;2;0;1;0;0;1;-457.928;0;0;1;137.951166
291;3;1;12;1;1;0;0;0;85;1033.01;-500;2;64;1;0;1;0;0;1;-2525.101;0;0;1;151.296833
293;3;1;15;0;4;0;0;0;4;2438.277;-800;16;271;2;0;1;0;0;1;1547.142;0;0;1;2367.986833
294;3;1;11;0;5;0;0;0;85;0;-84.755;0;11;1;0;1;0;0;0;-1807.109;0;0;1;450
298;2;1;7;0;5;0;0;0;85;400;-249.835;9;60;1;0;2;0;0;1;-529.628;0;0;1;294.166666
299;3;1;7;0;5;0;0;0;85;400;-249.835;9;60;1;0;2;0;0;1;-529.628;0;0;1;294.166666
300;4;1;7;0;5;0;0;0;85;400;-249.835;9;60;1;0;2;0;0;1;-529.628;0;0;1;294.166666
301;2;1;7;0;5;0;0;0;35;1090;-837.07;1;50;1;0;0;0;0;0;-4776.199;0;0;1;90.833333
304;3;1;8;1;1;0;0;0;85;2.619;-23.373;1;9;1;0;0;0;0;0;-144.059;0;0;1;0.21825
306;2;0;8;1;5;0;0;0;55;4000;-5400;3;15;1;0;0;0;0;0;736.002;0;0;1;575
307;4;1;8;1;5;0;0;0;85;0;-82.528;0;18;1;0;2;0;0;0;-1791.336;0;0;1;450
313;3;1;13;1;6;0;0;0;4;3268.8;-3000;11;115;1;0;2;0;0;0;-699.152;0;0;1;1663.4385
316;4;1;10;1;5;0;0;0;85;0;-24.135;0;8;1;0;0;0;0;0;-167.082;0;0;1;450
319;2;0;9;1;5;0;0;0;85;8500;-2459.01;3;173;3;0;0;0;0;0;606.445;0;0;1;1241.666666
320;4;1;28;0;1;0;0;0;85;8000;-8188;5;38;2;0;0;0;0;0;861.134;0;0;1;2050
321;4;1;29;0;5;0;0;0;85;0;-20;0;5;2;0;1;0;0;0;4.147;0;0;1;450
325;2;1;36;0;5;0;0;0;61;600;-500;6;74;2;0;1;0;0;1;-1537.599;0;0;1;100.416666
326;3;1;36;0;5;0;0;0;61;600;-500;6;74;2;0;1;0;0;1;-1537.599;0;0;1;100.416666
327;2;0;19;0;2;1;0;0;85;10;-41.65;1;2;2;0;1;0;0;0;-9.218;0;0;1;0.833333
328;3;5;33;1;4;0;0;0;7;691.238;-470;14;82;3;0;0;0;0;2;240.083;0;26;0;685.277833
331;4;1;31;0;5;0;0;0;85;0;-17.85;0;4;2;0;0;0;0;0;28.321;0;0;1;450
332;4;1;21;0;5;0;0;0;85;0;-25.817;0;8;2;0;0;0;0;0;-167.738;0;0;1;450
333;4;1;18;0;2;0;1;0;85;0;-50;0;17;2;0;2;0;0;0;-25.783;0;0;1;450
334;3;1;17;0;5;0;0;0;85;0;-18.603;0;5;2;0;0;0;0;0;-9.267;0;0;1;450
337;2;4;18;0;1;0;1;0;85;200;-198.783;7;47;2;0;3;0;0;0;-4457.858;0;0;0;87.5
338;3;4;18;0;1;0;1;0;85;200;-198.783;7;47;2;0;3;0;0;0;-4457.858;0;0;0;87.5
339;2;1;23;1;5;0;0;0;29;230;-89.533;10;102;2;0;0;0;0;3;-1726.374;0;0;1;172.5
340;3;1;23;1;5;0;0;0;29;230;-89.533;10;102;2;0;0;0;0;3;-1726.374;0;0;1;172.5
341;3;1;13;0;1;0;0;0;27;8300;-869.472;7;193;3;0;2;0;0;0;-1692.603;0;0;1;1258.333333
342;4;1;13;0;1;0;0;0;27;8300;-869.472;7;193;3;0;2;0;0;0;-1692.603;0;0;1;1258.333333
343;2;1;14;1;1;0;0;0;53;210;-193.187;11;65;2;0;0;0;0;0;-2353.999;0;0;1;192.5
344;3;1;14;1;1;0;0;0;53;210;-193.187;11;65;2;0;0;0;0;0;-2353.999;0;0;1;192.5
345;4;1;14;0;1;0;1;0;85;850;-850;4;33;2;0;2;0;0;0;-57.498;0;0;1;283.333333
346;2;0;14;0;2;1;0;0;85;10;-570;5;4;2;0;1;0;0;0;112.498;0;0;1;0.833333
348;4;3;25;1;5;0;0;1;13;4819;-4819;24;69;3;0;4;0;0;0;-1317.924;0;0;0;1159.333333
349;2;3;25;1;5;0;0;1;13;4819;-4819;24;69;3;0;4;0;0;0;-1317.924;0;0;0;1159.333333
350;2;3;25;1;5;0;0;1;13;4819;-4819;24;69;3;0;4;0;0;0;-1317.924;0;0;0;1159.333333
351;3;1;13;1;1;0;0;0;29;50;-18.314;1;15;2;0;1;0;0;0;-7.958;0;0;1;4.166666
354;2;0;13;1;5;0;0;0;12;200;-74.832;1;18;2;0;3;0;0;0;-1333.432;0;0;1;16.666666
355;4;1;16;1;1;0;0;0;85;0;-41.65;0;17;3;0;2;0;0;0;-74.927;0;0;1;450
356;3;1;16;0;5;0;0;0;85;0;-41.65;0;10;2;0;2;0;0;0;-233.11;0;0;1;450
357;2;1;29;1;5;0;0;0;85;1300;-3780;6;17;2;0;0;0;0;0;1232.95;0;0;1;255.416666
358;4;1;30;1;5;0;0;0;85;0;-1000;0;15;2;0;1;0;0;0;590.14;0;0;1;450
359;2;4;9;1;1;0;0;0;1;12600;-8900;35;154;3;0;6;0;0;0;-264.818;0;0;0;5135.833333
364;2;4;16;1;1;1;0;0;1;300;-261.506;11;70;3;0;0;0;0;1;-532.361;0;0;0;275
365;2;0;9;0;5;0;0;1;27;596.459;-475;13;73;1;0;2;0;0;0;-710.182;0;0;1;248.466666
366;4;1;15;1;5;0;0;0;71;116.833;-500;8;9;2;0;0;0;0;0;5646.505;0;0;1;450
367;2;1;12;1;5;0;0;0;85;8.18;-17.85;8;1;2;0;0;0;0;0;668.55;0;0;1;450
368;2;0;30;1;1;0;1;0;28;1000;-793;21;98;3;0;3;0;0;1;-32.136;0;0;1;733.333333
369;2;0;12;0;5;0;0;0;0;0;-41.65;0;1;1;0;1;0;0;0;-20.825;0;0;1;450
370;2;1;11;1;1;1;0;0;85;1453.426;-1460;22;35;3;0;0;0;0;0;356.404;0;0;1;1071.51575
371;4;1;12;1;5;0;0;0;85;0;-20.058;0;16;2;0;2;0;0;0;-38.394;0;17;1;450
372;3;1;10;1;5;0;0;0;85;52.761;-100;1;6;2;0;0;0;0;1;49.085;0;15;1;4.39675
373;2;1;13;0;5;0;0;0;1;2000;-1000;25;126;3;0;1;0;0;0;495.411;0;0;1;1684.1825
